Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889924.014209,0.29223877294363926,-0.28432037295531787,0.6238463696967808,0.7194588207617189,-0.6176593796732787,0.14833283672854627,-0.28081614441560115
