Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889940.7029214,0.40933106503796646,-0.2288450761293182,0.6465777537648525,0.7107247309276864,-0.6260100163782552,0.23121136243993312,-0.22250149478233874
