Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1727889830.7161665,102457,1727889830,691839694,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",0.1344189595820611,-0.5319176012319599,-0.330998426186411,-1.9868428588487892,-0.37927831155657116,1.8969662051318603,0.9554572280082436,0.040789179503917694,0.040789179503917694,0.0007192943651485573,-0.00037903404237238066,0.0015985495506934783,0.0006321188374888926,0.00040622040632979153,0.00012311024048810486,5.9219229784518836e-05,0.0,0.0,0.08118292689323425,-9.967684745788574,5.016434669494629,22.523887634277344,0.6180652379989624,2.8282322883605957,0.05992427468299866,0.0,0.0
