-7.996900654469552006e-02,-3.971788581943911517e-02,-1.076528710514497306e-01
-7.578697227552633198e-02,-3.393768456617409640e-02,-1.082228217537750947e-01
-6.491976164667867533e-02,-1.930024870940866971e-02,-1.071566501923554016e-01
-7.384537625450404708e-02,-2.745098746348913904e-02,-1.004226564924041998e-01
-5.531342045601207041e-02,-1.009726017297522122e-02,-1.086025113320302354e-01
-5.332796506011217713e-02,-6.094434470933280355e-03,-1.084404509033055491e-01
-8.043664484937873560e-02,-4.134544415061206651e-02,-1.018444144990169331e-01
-7.015288295478494529e-02,-2.332836980184944259e-02,-1.025868676043359545e-01
-7.700034065389871341e-02,-4.770946310204502577e-02,-9.947488244007718361e-02
-6.065950306386403562e-02,-1.380527330208660558e-02,-1.024297597584759856e-01
-5.615540759584859015e-02,-8.834077092109515403e-03,-1.013441660420957846e-01
-3.851967011492297283e-02,1.010451336790691573e-02,-1.080433824037004553e-01
-7.424873891194105902e-02,-2.728149371742488033e-02,-9.337385325532564229e-02
-2.753067270156895480e-02,2.440631413449517034e-02,-1.094614072147666178e-01
-7.934451548637044827e-02,-4.147899365469077254e-02,-9.312102052189305534e-02
-7.065090157115549996e-02,-2.282822755453723512e-02,-9.315170972333421118e-02
-6.635800388011459106e-02,-1.718965692013065677e-02,-9.304963665399501593e-02
-3.035889560858862773e-02,1.987104076613999820e-02,-1.089080998607252215e-01
-2.783881118625908951e-02,2.520032472921145822e-02,-1.071685613475593379e-01
-7.614266404297453938e-02,-4.815666220047355034e-02,-9.436156160898265255e-02
-6.236929522522861175e-02,-1.279284384802407103e-02,-9.365601871790264765e-02
-4.452732793144720952e-02,5.537583716264956636e-03,-1.031578258711277479e-01
-2.466299102021997022e-02,2.934463754861751927e-02,-1.083262068924533833e-01
-4.567263976269609477e-02,6.631627003399497879e-03,-9.587529244160064579e-02
-5.784455143667178306e-02,-8.007411526327811932e-03,-9.283129720046254252e-02
-7.363514639109958182e-02,-2.790301939622083852e-02,-8.591594367411427291e-02
-4.649621090886369573e-02,8.128013574091258811e-03,-9.113230176214569267e-02
-3.244815669203516412e-02,2.033237251663203710e-02,-1.016959978258983460e-01
-2.889862503337104968e-02,2.687207937657749846e-02,-1.009977495030194433e-01
-3.652696443122783326e-02,1.584593138005240681e-02,-9.484281890830989492e-02
-2.532520094985713996e-02,3.118609021445130358e-02,-1.024441476295715470e-01
-6.972556083670555793e-02,-2.425333308892265241e-02,-8.419380164301659697e-02
-6.565584972802196440e-02,-1.654724135243522756e-02,-8.445526174103366868e-02
-4.858165908125600813e-02,2.913840383513479430e-06,-1.081191389337394920e-01
-6.253961508622574161e-02,-1.226941747337272591e-02,-8.354083146601595788e-02
-1.749420609768371701e-02,4.096591827913759892e-02,-1.028646318177585950e-01
-4.169662353852177789e-02,1.265526668586380334e-02,-9.340717965950212642e-02
-5.821927134533966958e-02,-7.584429157440319633e-03,-8.416597181090240687e-02
-5.390030390271616928e-02,-3.141072260866828100e-03,-8.471555558226540050e-02
4.884953748680354729e-03,6.462049040216255591e-02,-1.088817342759381968e-01
-6.981696101935364052e-02,-2.562885567547262128e-02,-1.078591964289846578e-01
-2.971125678990184024e-02,2.820549704264899843e-02,-9.274321127934700981e-02
-2.623285528725084401e-02,3.238513239453644915e-02,-9.383422339548171121e-02
9.319017336742773175e-03,6.899575054983075884e-02,-1.088580398632928853e-01
-7.924588662982268161e-02,-4.128834726350006507e-02,-7.510716895215409361e-02
-4.699234499105731794e-02,8.660462380757455794e-03,-8.427562720579583055e-02
-1.262515106685856625e-03,6.153987921742930939e-02,-9.925546853446096107e-02
-6.528527885544677112e-02,-1.766040108981526205e-02,-7.539444489190740006e-02
-3.868213767139306453e-02,1.746894155086572628e-02,-8.334526283248137879e-02
-2.148765163216760296e-02,3.730953056286832881e-02,-9.313183834817773121e-02
-6.194445328495846309e-02,-1.326757872772744117e-02,-7.506591161347107855e-02
-1.780981591542575224e-02,4.164754348470484785e-02,-9.255171290572321297e-02
1.831805574625165745e-02,7.843100525888559160e-02,-1.073578408099373493e-01
-4.657322023676480766e-02,7.935118566135374377e-03,-7.761095556238820081e-02
-5.738866583822711115e-02,-7.773991450244631569e-03,-7.539215979977928472e-02
-9.457068345283045976e-03,5.160826288293678815e-02,-9.221067824211370834e-02
4.005603674296687872e-03,6.546859309424693518e-02,-1.020425519292860600e-01
-7.836183697499621292e-02,-4.137857182279319063e-02,-6.623255480803411088e-02
-2.673410172596558249e-02,3.272968624102217533e-02,-8.346397719022230488e-02
-5.526931056922821175e-03,5.631443498089499372e-02,-9.309635188908919889e-02
-6.503830340311023139e-02,-1.860890893089372014e-02,-6.651543044341473587e-02
-2.209498211091599079e-02,3.695345858216068230e-02,-8.426366585837255507e-02
1.901429821242593687e-02,7.822311611463511616e-02,-1.021063637804415225e-01
-4.190989693291059109e-02,1.184657046750165789e-02,-7.486033962865358549e-02
-1.719582143097498489e-02,4.161527968584936149e-02,-8.418251582696206770e-02
-3.697068696743977673e-02,1.640624219597963326e-02,-7.022186249230363830e-02
3.446301209089165391e-03,6.585522589255583814e-02,-9.301487275086110784e-02
-6.090998237758583206e-02,-1.428066173412029585e-02,-6.646002498450023777e-02
-3.445601725061987058e-02,2.152429784681131678e-02,-7.434742459199389364e-02
-9.373886117543204013e-03,5.159369866627160767e-02,-8.370168872685329609e-02
-5.674927061764224040e-02,-9.071317035581092508e-03,-6.644172533653674995e-02
-2.963138444316427283e-02,2.709490954937678400e-02,-7.528581607590305314e-02
1.225531486365482106e-02,7.466600817458922401e-02,-9.298533688450100199e-02
1.670877670633706680e-02,7.964608359328742559e-02,-9.013853076322465852e-02
-7.746975749567075464e-02,-4.137624182123511574e-02,-5.672876567636082890e-02
-4.900910408400802401e-03,5.646784457323304057e-02,-8.394046338192803769e-02
-7.121945014039266029e-04,6.059974831553204683e-02,-8.022994031238364632e-02
1.789250421190734242e-02,7.984830977910471750e-02,-9.225717874770529570e-02
7.830126256034509319e-03,7.019761004061358944e-02,-8.667899794598334096e-02
-6.863117191076240076e-02,-2.444327378273243936e-02,-5.701098058019734433e-02
-6.502724302871309980e-02,-1.840743615678961179e-02,-5.750947350931620572e-02
-2.544657324864941367e-02,3.158627812199048257e-02,-7.442970605802590178e-02
-1.716954392914439229e-02,3.919486406191608624e-02,-1.077688295850614958e-01
1.652546121520069924e-02,7.969132664030910418e-02,-8.747162770442902524e-02
-2.134469503661163420e-02,3.634807428773133287e-02,-7.601701979645995866e-02
-1.676786779288342438e-02,4.004945593572656337e-02,-7.455270679211030427e-02
3.452560115084093214e-03,6.556458313601275234e-02,-8.407615112340209584e-02
-6.431065079990172517e-02,-1.942301245994418682e-02,-5.170333162348036971e-02
-3.591421311190968330e-02,1.483355557893707363e-02,-6.501283107604645395e-02
