Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889059.8482444,0.4153701148393781,-0.12357275156810482,0.6454480129896238,-0.39217765721359277,0.8665739737995339,-0.24173999921130004,0.19182698708112889
