Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1727889922.5531466,105212,1727889922,525220394,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",0.07418612203756031,-0.8586738012382837,-0.7578154353008104,-2.1231545552370843,-0.04468265978164143,1.8329818836479463,0.056052318447166,0.04078885167837143,0.04078885167837143,0.00037237746217960607,-0.0007131463530166265,-0.00017366994477090313,0.0007430847220022257,0.00739179291409258,-0.0005463743032651635,-1.4986965981566031e-05,0.0,0.0,-0.025933772325515747,5.270657539367676,15.212357521057129,18.858116149902344,1.2140735387802124,2.5508275032043457,-0.16987308859825134,0.0,0.0
