Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1727889881.1136696,103969,1727889881,91849327,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",0.21030422508117624,-0.6987252412218796,-0.775664659489742,-2.031395000860671,-0.10162229531481398,1.9868035130669446,-0.06473655950691964,0.04078885167837143,0.04078885167837143,0.000758244257561729,-0.0015347062634099213,0.0006687387654175041,0.00026322566018156443,4.3707885142758785e-05,0.00019160877721851195,-0.0004057594173990822,0.0,0.0,-0.20842888951301575,0.7757232785224915,13.308060646057129,20.242698669433594,1.2589343786239624,2.8080906867980957,0.10936275124549866,0.0,0.0
