Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1699567635.3958097,1277,1699567635,366940975,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",0.10440841427079418,-1.2557333198348084,1.1727169220128355,-2.732889254291584,0.3838163608047696,2.691990661873565,1.7076449958403876,0.04000938683748245,0.04000938683748245,1.811382762805436e-05,-0.0006005686873876967,9.888754254089672e-05,0.0008875331996455413,7.5816533652262e-05,-0.0003111758981071778,0.0003918623975838342,0.0,0.0,-0.20842888951301575,11.939663887023926,-20.191696166992188,12.204978942871094,1.6828235387802124,2.4318089485168457,0.26866450905799866,0.0,0.0
