Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1699567637.1403842,0.20102513344020911,0.41294597446858444,0.46782214240850184,0.6186231474143569,-0.5823514707097998,0.3143161181004152,-0.42350932409182446
