Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889816.7045403,0.3658903038268724,-0.19061944265034253,0.6269884005438756,-0.6400847070372435,0.6968725017275025,-0.2940012526515197,0.1349331772212179
