Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889831.5541365,0.4763784963883779,-0.1497767379572201,0.6544984333766448,-0.5779593490830572,0.7820508276604047,-0.21984131286202094,0.07756096912353821
