Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889881.405588,0.3677334376454201,-0.27954013309010883,0.6314584128323445,0.7763139768591101,-0.554117557225453,0.21100407044470085,-0.21390214596225646
