Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,velocity_0,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,velocity_8,effort_0,effort_1,effort_2,effort_3,effort_4,effort_5,effort_6,effort_7,effort_8
1727889903.6882598,104646,1727889903,658468008,,"['panda_joint1', 'panda_joint2', 'panda_joint3', 'panda_joint4', 'panda_joint5', 'panda_joint6', 'panda_joint7', 'panda_finger_joint1', 'panda_finger_joint2']",0.1819969950182396,-0.5486867552891113,-0.6546292648076975,-1.9694087921687509,-0.21632331970002916,1.8809202595286898,0.08362927474909358,0.040789179503917694,0.040789179503917694,0.0010619813089532684,0.00043625352768980895,-0.0017011484528176785,-0.0003265192050729494,7.846292131144347e-05,0.0003616554909155555,-0.00016239181586473995,0.0,0.0,-0.13305047154426575,-5.587801933288574,9.797013282775879,21.960533142089844,0.7627185583114624,2.9271092414855957,0.09929195046424866,0.0,0.0
