Time,position.x,position.y,position.z,orientation.x,orientation.y,orientation.z,orientation.w
1727889905.4780262,0.4118622821723907,-0.2442285569166271,0.6127894416720139,0.7868290905981431,-0.587849421282442,0.15999351364428896,-0.09859617596554376
